candidate_id,Constraint,template,rule,simulator_supported,arg0,arg1,Support,Coverage,Confidence
coexistence_EVENT_7_END_Task_B,"CoExistence(EVENT 7 END, Task B)",coexistence,coexistence,True,EVENT 7 END,Task B,0.319,0.319,1.0
notresponse_EVENT_7_END_Task_B,"NotResponse(EVENT 7 END, Task B)",notresponse,,False,EVENT 7 END,Task B,0.159,0.159,1.0
notchainsuccession_EVENT_7_END_Task_B,"NotChainSuccession(EVENT 7 END, Task B)",notchainsuccession,NotChainSuccession,True,EVENT 7 END,Task B,0.319,0.319,1.0
notresponse_EVENT_7_END_Task_C,"NotResponse(EVENT 7 END, Task C)",notresponse,,False,EVENT 7 END,Task C,0.159,0.159,1.0
notresponse_EVENT_7_END_Task_D,"NotResponse(EVENT 7 END, Task D)",notresponse,,False,EVENT 7 END,Task D,0.159,0.159,1.0
coexistence_EVENT_7_END_Task_E,"CoExistence(EVENT 7 END, Task E)",coexistence,coexistence,True,EVENT 7 END,Task E,0.319,0.319,1.0
notresponse_EVENT_7_END_Task_E,"NotResponse(EVENT 7 END, Task E)",notresponse,,False,EVENT 7 END,Task E,0.159,0.159,1.0
notchainsuccession_EVENT_7_END_Task_E,"NotChainSuccession(EVENT 7 END, Task E)",notchainsuccession,NotChainSuccession,True,EVENT 7 END,Task E,0.319,0.319,1.0
precedence_Task_A_EVENT_7_END,"Precedence(Task A, EVENT 7 END)",precedence,precedence,True,Task A,EVENT 7 END,0.159,0.159,1.0
precedence_Task_B_EVENT_7_END,"Precedence(Task B, EVENT 7 END)",precedence,precedence,True,Task B,EVENT 7 END,0.159,0.159,1.0
precedence_Task_E_EVENT_7_END,"Precedence(Task E, EVENT 7 END)",precedence,precedence,True,Task E,EVENT 7 END,0.159,0.159,1.0
atleast3_Task_A,AtLeast3(Task A),atleast3,,False,Task A,,0.053,0.053,1.0
atmost3_Task_A,AtMost3(Task A),atmost3,,False,Task A,,0.053,0.053,1.0
precedence_EVENT_1_START_Task_A,"Precedence(EVENT 1 START, Task A)",precedence,precedence,True,EVENT 1 START,Task A,0.159,0.159,1.0
notprecedence_EVENT_7_END_Task_A,"NotPrecedence(EVENT 7 END, Task A)",notprecedence,,False,EVENT 7 END,Task A,0.159,0.159,1.0
coexistence_Task_A_EVENT_1_START,"CoExistence(Task A, EVENT 1 START)",coexistence,coexistence,True,Task A,EVENT 1 START,0.319,0.319,1.0
notresponse_Task_A_EVENT_1_START,"NotResponse(Task A, EVENT 1 START)",notresponse,,False,Task A,EVENT 1 START,0.159,0.159,1.0
notchainsuccession_Task_A_EVENT_1_START,"NotChainSuccession(Task A, EVENT 1 START)",notchainsuccession,NotChainSuccession,True,Task A,EVENT 1 START,0.319,0.319,1.0
response_Task_A_EVENT_7_END,"Response(Task A, EVENT 7 END)",response,eventually,True,Task A,EVENT 7 END,0.159,0.159,1.0
coexistence_Task_A_EVENT_7_END,"CoExistence(Task A, EVENT 7 END)",coexistence,coexistence,True,Task A,EVENT 7 END,0.319,0.319,1.0
notchainsuccession_Task_A_EVENT_7_END,"NotChainSuccession(Task A, EVENT 7 END)",notchainsuccession,NotChainSuccession,True,Task A,EVENT 7 END,0.319,0.319,1.0
response_Task_A_Task_B,"Response(Task A, Task B)",response,eventually,True,Task A,Task B,0.159,0.159,1.0
coexistence_Task_A_Task_B,"CoExistence(Task A, Task B)",coexistence,coexistence,True,Task A,Task B,0.319,0.319,1.0
notchainresponse_Task_A_Task_C,"NotChainResponse(Task A, Task C)",notchainresponse,,False,Task A,Task C,0.159,0.159,1.0
notchainresponse_Task_A_Task_D,"NotChainResponse(Task A, Task D)",notchainresponse,,False,Task A,Task D,0.159,0.159,1.0
response_Task_A_Task_E,"Response(Task A, Task E)",response,eventually,True,Task A,Task E,0.159,0.159,1.0
coexistence_Task_A_Task_E,"CoExistence(Task A, Task E)",coexistence,coexistence,True,Task A,Task E,0.319,0.319,1.0
notchainsuccession_Task_A_Task_E,"NotChainSuccession(Task A, Task E)",notchainsuccession,NotChainSuccession,True,Task A,Task E,0.319,0.319,1.0
notprecedence_Task_B_Task_A,"NotPrecedence(Task B, Task A)",notprecedence,,False,Task B,Task A,0.159,0.159,1.0
notprecedence_Task_C_Task_A,"NotPrecedence(Task C, Task A)",notprecedence,,False,Task C,Task A,0.159,0.159,1.0
notprecedence_Task_D_Task_A,"NotPrecedence(Task D, Task A)",notprecedence,,False,Task D,Task A,0.159,0.159,1.0
notprecedence_Task_E_Task_A,"NotPrecedence(Task E, Task A)",notprecedence,,False,Task E,Task A,0.159,0.159,1.0
atleast3_Task_B,AtLeast3(Task B),atleast3,,False,Task B,,0.053,0.053,1.0
atmost3_Task_B,AtMost3(Task B),atmost3,,False,Task B,,0.053,0.053,1.0
precedence_EVENT_1_START_Task_B,"Precedence(EVENT 1 START, Task B)",precedence,precedence,True,EVENT 1 START,Task B,0.159,0.159,1.0
notprecedence_EVENT_7_END_Task_B,"NotPrecedence(EVENT 7 END, Task B)",notprecedence,,False,EVENT 7 END,Task B,0.159,0.159,1.0
precedence_Task_A_Task_B,"Precedence(Task A, Task B)",precedence,precedence,True,Task A,Task B,0.159,0.159,1.0
coexistence_Task_B_EVENT_1_START,"CoExistence(Task B, EVENT 1 START)",coexistence,coexistence,True,Task B,EVENT 1 START,0.319,0.319,1.0
notresponse_Task_B_EVENT_1_START,"NotResponse(Task B, EVENT 1 START)",notresponse,,False,Task B,EVENT 1 START,0.159,0.159,1.0
notchainsuccession_Task_B_EVENT_1_START,"NotChainSuccession(Task B, EVENT 1 START)",notchainsuccession,NotChainSuccession,True,Task B,EVENT 1 START,0.319,0.319,1.0
response_Task_B_EVENT_7_END,"Response(Task B, EVENT 7 END)",response,eventually,True,Task B,EVENT 7 END,0.159,0.159,1.0
coexistence_Task_B_EVENT_7_END,"CoExistence(Task B, EVENT 7 END)",coexistence,coexistence,True,Task B,EVENT 7 END,0.319,0.319,1.0
notchainsuccession_Task_B_EVENT_7_END,"NotChainSuccession(Task B, EVENT 7 END)",notchainsuccession,NotChainSuccession,True,Task B,EVENT 7 END,0.319,0.319,1.0
coexistence_Task_B_Task_A,"CoExistence(Task B, Task A)",coexistence,coexistence,True,Task B,Task A,0.319,0.319,1.0
notresponse_Task_B_Task_A,"NotResponse(Task B, Task A)",notresponse,,False,Task B,Task A,0.159,0.159,1.0
notchainsuccession_Task_B_Task_A,"NotChainSuccession(Task B, Task A)",notchainsuccession,NotChainSuccession,True,Task B,Task A,0.319,0.319,1.0
response_Task_B_Task_E,"Response(Task B, Task E)",response,eventually,True,Task B,Task E,0.159,0.159,1.0
coexistence_Task_B_Task_E,"CoExistence(Task B, Task E)",coexistence,coexistence,True,Task B,Task E,0.319,0.319,1.0
notchainsuccession_Task_B_Task_E,"NotChainSuccession(Task B, Task E)",notchainsuccession,NotChainSuccession,True,Task B,Task E,0.319,0.319,1.0
notprecedence_Task_C_Task_B,"NotPrecedence(Task C, Task B)",notprecedence,,False,Task C,Task B,0.159,0.159,1.0
notprecedence_Task_D_Task_B,"NotPrecedence(Task D, Task B)",notprecedence,,False,Task D,Task B,0.159,0.159,1.0
notprecedence_Task_E_Task_B,"NotPrecedence(Task E, Task B)",notprecedence,,False,Task E,Task B,0.159,0.159,1.0
atmost3_Task_C,AtMost3(Task C),atmost3,,False,Task C,,0.053,0.053,1.0
precedence_EVENT_1_START_Task_C,"Precedence(EVENT 1 START, Task C)",precedence,precedence,True,EVENT 1 START,Task C,0.078,0.078,1.0
notchainprecedence_EVENT_1_START_Task_C,"NotChainPrecedence(EVENT 1 START, Task C)",notchainprecedence,,False,EVENT 1 START,Task C,0.078,0.078,1.0
notprecedence_EVENT_7_END_Task_C,"NotPrecedence(EVENT 7 END, Task C)",notprecedence,,False,EVENT 7 END,Task C,0.078,0.078,1.0
precedence_Task_A_Task_C,"Precedence(Task A, Task C)",precedence,precedence,True,Task A,Task C,0.078,0.078,1.0
notchainprecedence_Task_A_Task_C,"NotChainPrecedence(Task A, Task C)",notchainprecedence,,False,Task A,Task C,0.078,0.078,1.0
precedence_Task_B_Task_C,"Precedence(Task B, Task C)",precedence,precedence,True,Task B,Task C,0.078,0.078,1.0
notresponse_Task_C_EVENT_1_START,"NotResponse(Task C, EVENT 1 START)",notresponse,,False,Task C,EVENT 1 START,0.078,0.078,1.0
notchainsuccession_Task_C_EVENT_1_START,"NotChainSuccession(Task C, EVENT 1 START)",notchainsuccession,NotChainSuccession,True,Task C,EVENT 1 START,0.237,0.237,1.0
response_Task_C_EVENT_7_END,"Response(Task C, EVENT 7 END)",response,eventually,True,Task C,EVENT 7 END,0.078,0.078,1.0
notchainsuccession_Task_C_EVENT_7_END,"NotChainSuccession(Task C, EVENT 7 END)",notchainsuccession,NotChainSuccession,True,Task C,EVENT 7 END,0.237,0.237,1.0
notresponse_Task_C_Task_A,"NotResponse(Task C, Task A)",notresponse,,False,Task C,Task A,0.078,0.078,1.0
notchainsuccession_Task_C_Task_A,"NotChainSuccession(Task C, Task A)",notchainsuccession,NotChainSuccession,True,Task C,Task A,0.237,0.237,1.0
notresponse_Task_C_Task_B,"NotResponse(Task C, Task B)",notresponse,,False,Task C,Task B,0.078,0.078,1.0
notchainsuccession_Task_C_Task_B,"NotChainSuccession(Task C, Task B)",notchainsuccession,NotChainSuccession,True,Task C,Task B,0.237,0.237,1.0
response_Task_C_Task_E,"Response(Task C, Task E)",response,eventually,True,Task C,Task E,0.078,0.078,1.0
notchainsuccession_Task_C_Task_E,"NotChainSuccession(Task C, Task E)",notchainsuccession,NotChainSuccession,True,Task C,Task E,0.201,0.237,0.846
notprecedence_Task_E_Task_C,"NotPrecedence(Task E, Task C)",notprecedence,,False,Task E,Task C,0.078,0.078,1.0
atmost3_Task_D,AtMost3(Task D),atmost3,,False,Task D,,0.053,0.053,1.0
precedence_EVENT_1_START_Task_D,"Precedence(EVENT 1 START, Task D)",precedence,precedence,True,EVENT 1 START,Task D,0.125,0.125,1.0
notchainprecedence_EVENT_1_START_Task_D,"NotChainPrecedence(EVENT 1 START, Task D)",notchainprecedence,,False,EVENT 1 START,Task D,0.125,0.125,1.0
notprecedence_EVENT_7_END_Task_D,"NotPrecedence(EVENT 7 END, Task D)",notprecedence,,False,EVENT 7 END,Task D,0.125,0.125,1.0
precedence_Task_A_Task_D,"Precedence(Task A, Task D)",precedence,precedence,True,Task A,Task D,0.125,0.125,1.0
notchainprecedence_Task_A_Task_D,"NotChainPrecedence(Task A, Task D)",notchainprecedence,,False,Task A,Task D,0.125,0.125,1.0
precedence_Task_B_Task_D,"Precedence(Task B, Task D)",precedence,precedence,True,Task B,Task D,0.125,0.125,1.0
notresponse_Task_D_EVENT_1_START,"NotResponse(Task D, EVENT 1 START)",notresponse,,False,Task D,EVENT 1 START,0.125,0.125,1.0
notchainsuccession_Task_D_EVENT_1_START,"NotChainSuccession(Task D, EVENT 1 START)",notchainsuccession,NotChainSuccession,True,Task D,EVENT 1 START,0.285,0.285,1.0
response_Task_D_EVENT_7_END,"Response(Task D, EVENT 7 END)",response,eventually,True,Task D,EVENT 7 END,0.125,0.125,1.0
notchainsuccession_Task_D_EVENT_7_END,"NotChainSuccession(Task D, EVENT 7 END)",notchainsuccession,NotChainSuccession,True,Task D,EVENT 7 END,0.285,0.285,1.0
notresponse_Task_D_Task_A,"NotResponse(Task D, Task A)",notresponse,,False,Task D,Task A,0.125,0.125,1.0
notchainsuccession_Task_D_Task_A,"NotChainSuccession(Task D, Task A)",notchainsuccession,NotChainSuccession,True,Task D,Task A,0.285,0.285,1.0
notresponse_Task_D_Task_B,"NotResponse(Task D, Task B)",notresponse,,False,Task D,Task B,0.125,0.125,1.0
notchainsuccession_Task_D_Task_B,"NotChainSuccession(Task D, Task B)",notchainsuccession,NotChainSuccession,True,Task D,Task B,0.285,0.285,1.0
response_Task_D_Task_E,"Response(Task D, Task E)",response,eventually,True,Task D,Task E,0.125,0.125,1.0
notprecedence_Task_E_Task_D,"NotPrecedence(Task E, Task D)",notprecedence,,False,Task E,Task D,0.125,0.125,1.0
atleast3_Task_E,AtLeast3(Task E),atleast3,,False,Task E,,0.053,0.053,1.0
atmost3_Task_E,AtMost3(Task E),atmost3,,False,Task E,,0.053,0.053,1.0
precedence_EVENT_1_START_Task_E,"Precedence(EVENT 1 START, Task E)",precedence,precedence,True,EVENT 1 START,Task E,0.159,0.159,1.0
notprecedence_EVENT_7_END_Task_E,"NotPrecedence(EVENT 7 END, Task E)",notprecedence,,False,EVENT 7 END,Task E,0.159,0.159,1.0
precedence_Task_A_Task_E,"Precedence(Task A, Task E)",precedence,precedence,True,Task A,Task E,0.159,0.159,1.0
precedence_Task_B_Task_E,"Precedence(Task B, Task E)",precedence,precedence,True,Task B,Task E,0.159,0.159,1.0
coexistence_Task_E_EVENT_1_START,"CoExistence(Task E, EVENT 1 START)",coexistence,coexistence,True,Task E,EVENT 1 START,0.319,0.319,1.0
notresponse_Task_E_EVENT_1_START,"NotResponse(Task E, EVENT 1 START)",notresponse,,False,Task E,EVENT 1 START,0.159,0.159,1.0
notchainsuccession_Task_E_EVENT_1_START,"NotChainSuccession(Task E, EVENT 1 START)",notchainsuccession,NotChainSuccession,True,Task E,EVENT 1 START,0.319,0.319,1.0
response_Task_E_EVENT_7_END,"Response(Task E, EVENT 7 END)",response,eventually,True,Task E,EVENT 7 END,0.159,0.159,1.0
coexistence_Task_E_EVENT_7_END,"CoExistence(Task E, EVENT 7 END)",coexistence,coexistence,True,Task E,EVENT 7 END,0.319,0.319,1.0
coexistence_Task_E_Task_A,"CoExistence(Task E, Task A)",coexistence,coexistence,True,Task E,Task A,0.319,0.319,1.0
notresponse_Task_E_Task_A,"NotResponse(Task E, Task A)",notresponse,,False,Task E,Task A,0.159,0.159,1.0
notchainsuccession_Task_E_Task_A,"NotChainSuccession(Task E, Task A)",notchainsuccession,NotChainSuccession,True,Task E,Task A,0.319,0.319,1.0
coexistence_Task_E_Task_B,"CoExistence(Task E, Task B)",coexistence,coexistence,True,Task E,Task B,0.319,0.319,1.0
notresponse_Task_E_Task_B,"NotResponse(Task E, Task B)",notresponse,,False,Task E,Task B,0.159,0.159,1.0
notchainsuccession_Task_E_Task_B,"NotChainSuccession(Task E, Task B)",notchainsuccession,NotChainSuccession,True,Task E,Task B,0.319,0.319,1.0
notresponse_Task_E_Task_C,"NotResponse(Task E, Task C)",notresponse,,False,Task E,Task C,0.159,0.159,1.0
notresponse_Task_E_Task_D,"NotResponse(Task E, Task D)",notresponse,,False,Task E,Task D,0.159,0.159,1.0
