candidate_id,Constraint,template,rule,simulator_supported,arg0,arg1,Support,Coverage,Confidence
precedence_Analyze_Request_for_Quotation_Amend_Request_for_Quotation,"Precedence(Analyze Request for Quotation, Amend Request for Quotation)",precedence,precedence,True,Analyze Request for Quotation,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Approve_Purchase_Order_for_payment_Amend_Request_for_Quotation,"NotPrecedence(Approve Purchase Order for payment, Amend Request for Quotation)",notprecedence,,False,Approve Purchase Order for payment,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Authorize_Suppliers_Invoice_payment_Amend_Request_for_Quotation,"NotPrecedence(Authorize Suppliers Invoice payment, Amend Request for Quotation)'",notprecedence,,False,Authorize Suppliers Invoice payment,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Choose_best_option_Amend_Request_for_Quotation,"NotPrecedence(Choose best option, Amend Request for Quotation)",notprecedence,,False,Choose best option,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Confirm_Purchase_Order_Amend_Request_for_Quotation,"NotPrecedence(Confirm Purchase Order, Amend Request for Quotation)",notprecedence,,False,Confirm Purchase Order,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Create_Purchase_Order_Amend_Request_for_Quotation,"NotPrecedence(Create Purchase Order, Amend Request for Quotation)",notprecedence,,False,Create Purchase Order,Amend Request for Quotation,0.062,0.062,1.0
precedence_Create_Purchase_Requisition_Amend_Request_for_Quotation,"Precedence(Create Purchase Requisition, Amend Request for Quotation)",precedence,precedence,True,Create Purchase Requisition,Amend Request for Quotation,0.062,0.062,1.0
notchainprecedence_Create_Purchase_Requisition_Amend_Request_for_Quotation,"NotChainPrecedence(Create Purchase Requisition, Amend Request for Quotation)",notchainprecedence,,False,Create Purchase Requisition,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Create_Quotation_comparison_Map_Amend_Request_for_Quotation,"NotPrecedence(Create Quotation comparison Map, Amend Request for Quotation)",notprecedence,,False,Create Quotation comparison Map,Amend Request for Quotation,0.062,0.062,1.0
precedence_Create_Request_for_Quotation_Amend_Request_for_Quotation,"Precedence(Create Request for Quotation, Amend Request for Quotation)",precedence,precedence,True,Create Request for Quotation,Amend Request for Quotation,0.062,0.062,1.0
notchainprecedence_Create_Request_for_Quotation_Amend_Request_for_Quotation,"NotChainPrecedence(Create Request for Quotation, Amend Request for Quotation)",notchainprecedence,,False,Create Request for Quotation,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Deliver_Goods_Services_Amend_Request_for_Quotation,"NotPrecedence(Deliver Goods Services, Amend Request for Quotation)",notprecedence,,False,Deliver Goods Services,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Pay_Invoice_Amend_Request_for_Quotation,"NotPrecedence(Pay Invoice, Amend Request for Quotation)",notprecedence,,False,Pay Invoice,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Release_Purchase_Order_Amend_Request_for_Quotation,"NotPrecedence(Release Purchase Order, Amend Request for Quotation)",notprecedence,,False,Release Purchase Order,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Release_Suppliers_Invoice_Amend_Request_for_Quotation,"NotPrecedence(Release Suppliers Invoice, Amend Request for Quotation)'",notprecedence,,False,Release Suppliers Invoice,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Send_Invoice_Amend_Request_for_Quotation,"NotPrecedence(Send Invoice, Amend Request for Quotation)",notprecedence,,False,Send Invoice,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Send_Request_for_Quotation_to_Supplier_Amend_Request_for_Quotation,"NotPrecedence(Send Request for Quotation to Supplier, Amend Request for Quotation)",notprecedence,,False,Send Request for Quotation to Supplier,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Settle_Conditions_With_Supplier_Amend_Request_for_Quotation,"NotPrecedence(Settle Conditions With Supplier, Amend Request for Quotation)",notprecedence,,False,Settle Conditions With Supplier,Amend Request for Quotation,0.062,0.062,1.0
notprecedence_Settle_Dispute_With_Supplier_Amend_Request_for_Quotation,"NotPrecedence(Settle Dispute With Supplier, Amend Request for Quotation)",notprecedence,,False,Settle Dispute With Supplier,Amend Request for Quotation,0.062,0.062,1.0
notchainsuccession_Analyze_Purchase_Requisition_Create_Purchase_Requisition,"NotChainSuccession(Analyze Purchase Requisition, Create Purchase Requisition)",notchainsuccession,NotChainSuccession,True,Analyze Purchase Requisition,Create Purchase Requisition,0.109,0.109,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Analyze_Request_for_Quotation,"NotChainSuccession(Analyze Quotation Comparison Map, Analyze Request for Quotation)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Analyze Request for Quotation,0.167,0.167,1.0
coexistence_Analyze_Quotation_Comparison_Map_Approve_Purchase_Order_for_payment,"CoExistence(Analyze Quotation Comparison Map, Approve Purchase Order for payment)",coexistence,coexistence,True,Analyze Quotation Comparison Map,Approve Purchase Order for payment,0.091,0.091,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Approve_Purchase_Order_for_payment,"NotChainSuccession(Analyze Quotation Comparison Map, Approve Purchase Order for payment)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Approve Purchase Order for payment,0.091,0.091,1.0
coexistence_Analyze_Quotation_Comparison_Map_Authorize_Suppliers_Invoice_payment,"CoExistence(Analyze Quotation Comparison Map, Authorize Suppliers Invoice payment)'",coexistence,coexistence,True,Analyze Quotation Comparison Map,Authorize Suppliers Invoice payment,0.091,0.091,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Authorize_Suppliers_Invoice_payment,"NotChainSuccession(Analyze Quotation Comparison Map, Authorize Suppliers Invoice payment)'",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Authorize Suppliers Invoice payment,0.091,0.091,1.0
coexistence_Analyze_Quotation_Comparison_Map_Choose_best_option,"CoExistence(Analyze Quotation Comparison Map, Choose best option)",coexistence,coexistence,True,Analyze Quotation Comparison Map,Choose best option,0.091,0.091,1.0
coexistence_Analyze_Quotation_Comparison_Map_Confirm_Purchase_Order,"CoExistence(Analyze Quotation Comparison Map, Confirm Purchase Order)",coexistence,coexistence,True,Analyze Quotation Comparison Map,Confirm Purchase Order,0.091,0.091,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Confirm_Purchase_Order,"NotChainSuccession(Analyze Quotation Comparison Map, Confirm Purchase Order)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Confirm Purchase Order,0.091,0.091,1.0
coexistence_Analyze_Quotation_Comparison_Map_Create_Purchase_Order,"CoExistence(Analyze Quotation Comparison Map, Create Purchase Order)",coexistence,coexistence,True,Analyze Quotation Comparison Map,Create Purchase Order,0.091,0.091,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Create_Purchase_Order,"NotChainSuccession(Analyze Quotation Comparison Map, Create Purchase Order)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Create Purchase Order,0.091,0.091,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Create_Purchase_Requisition,"NotChainSuccession(Analyze Quotation Comparison Map, Create Purchase Requisition)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Create Purchase Requisition,0.112,0.112,1.0
coexistence_Analyze_Quotation_Comparison_Map_Create_Quotation_comparison_Map,"CoExistence(Analyze Quotation Comparison Map, Create Quotation comparison Map)",coexistence,coexistence,True,Analyze Quotation Comparison Map,Create Quotation comparison Map,0.091,0.091,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Create_Quotation_comparison_Map,"NotChainSuccession(Analyze Quotation Comparison Map, Create Quotation comparison Map)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Create Quotation comparison Map,0.091,0.091,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Create_Request_for_Quotation,"NotChainSuccession(Analyze Quotation Comparison Map, Create Request for Quotation)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Create Request for Quotation,0.105,0.105,1.0
coexistence_Analyze_Quotation_Comparison_Map_Deliver_Goods_Services,"CoExistence(Analyze Quotation Comparison Map, Deliver Goods Services)",coexistence,coexistence,True,Analyze Quotation Comparison Map,Deliver Goods Services,0.091,0.091,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Deliver_Goods_Services,"NotChainSuccession(Analyze Quotation Comparison Map, Deliver Goods Services)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Deliver Goods Services,0.091,0.091,1.0
coexistence_Analyze_Quotation_Comparison_Map_Pay_Invoice,"CoExistence(Analyze Quotation Comparison Map, Pay Invoice)",coexistence,coexistence,True,Analyze Quotation Comparison Map,Pay Invoice,0.091,0.091,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Pay_Invoice,"NotChainSuccession(Analyze Quotation Comparison Map, Pay Invoice)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Pay Invoice,0.091,0.091,1.0
coexistence_Analyze_Quotation_Comparison_Map_Release_Purchase_Order,"CoExistence(Analyze Quotation Comparison Map, Release Purchase Order)",coexistence,coexistence,True,Analyze Quotation Comparison Map,Release Purchase Order,0.093,0.093,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Release_Purchase_Order,"NotChainSuccession(Analyze Quotation Comparison Map, Release Purchase Order)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Release Purchase Order,0.093,0.093,1.0
coexistence_Analyze_Quotation_Comparison_Map_Release_Suppliers_Invoice,"CoExistence(Analyze Quotation Comparison Map, Release Suppliers Invoice)'",coexistence,coexistence,True,Analyze Quotation Comparison Map,Release Suppliers Invoice,0.088,0.089,0.988
notchainsuccession_Analyze_Quotation_Comparison_Map_Release_Suppliers_Invoice,"NotChainSuccession(Analyze Quotation Comparison Map, Release Suppliers Invoice)'",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Release Suppliers Invoice,0.089,0.089,1.0
coexistence_Analyze_Quotation_Comparison_Map_Send_Invoice,"CoExistence(Analyze Quotation Comparison Map, Send Invoice)",coexistence,coexistence,True,Analyze Quotation Comparison Map,Send Invoice,0.091,0.091,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Send_Invoice,"NotChainSuccession(Analyze Quotation Comparison Map, Send Invoice)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Send Invoice,0.091,0.091,1.0
coexistence_Analyze_Quotation_Comparison_Map_Send_Request_for_Quotation_to_Supplier,"CoExistence(Analyze Quotation Comparison Map, Send Request for Quotation to Supplier)",coexistence,coexistence,True,Analyze Quotation Comparison Map,Send Request for Quotation to Supplier,0.091,0.091,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Send_Request_for_Quotation_to_Supplier,"NotChainSuccession(Analyze Quotation Comparison Map, Send Request for Quotation to Supplier)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Send Request for Quotation to Supplier,0.091,0.091,1.0
coexistence_Analyze_Quotation_Comparison_Map_Settle_Conditions_With_Supplier,"CoExistence(Analyze Quotation Comparison Map, Settle Conditions With Supplier)",coexistence,coexistence,True,Analyze Quotation Comparison Map,Settle Conditions With Supplier,0.091,0.091,1.0
notchainsuccession_Analyze_Quotation_Comparison_Map_Settle_Conditions_With_Supplier,"NotChainSuccession(Analyze Quotation Comparison Map, Settle Conditions With Supplier)",notchainsuccession,NotChainSuccession,True,Analyze Quotation Comparison Map,Settle Conditions With Supplier,0.091,0.091,1.0
notchainprecedence_Analyze_Purchase_Requisition_Analyze_Request_for_Quotation,"NotChainPrecedence(Analyze Purchase Requisition, Analyze Request for Quotation)",notchainprecedence,,False,Analyze Purchase Requisition,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Analyze_Quotation_Comparison_Map_Analyze_Request_for_Quotation,"NotPrecedence(Analyze Quotation Comparison Map, Analyze Request for Quotation)",notprecedence,,False,Analyze Quotation Comparison Map,Analyze Request for Quotation,0.121,0.121,1.0
notresponse_Analyze_Request_for_Quotation_Amend_Purchase_Requisition,"NotResponse(Analyze Request for Quotation, Amend Purchase Requisition)",notresponse,,False,Analyze Request for Quotation,Amend Purchase Requisition,0.121,0.121,1.0
notresponse_Analyze_Request_for_Quotation_Analyze_Purchase_Requisition,"NotResponse(Analyze Request for Quotation, Analyze Purchase Requisition)",notresponse,,False,Analyze Request for Quotation,Analyze Purchase Requisition,0.121,0.121,1.0
notchainresponse_Analyze_Request_for_Quotation_Analyze_Quotation_Comparison_Map,"NotChainResponse(Analyze Request for Quotation, Analyze Quotation Comparison Map)",notchainresponse,,False,Analyze Request for Quotation,Analyze Quotation Comparison Map,0.121,0.121,1.0
notchainresponse_Analyze_Request_for_Quotation_Approve_Purchase_Order_for_payment,"NotChainResponse(Analyze Request for Quotation, Approve Purchase Order for payment)",notchainresponse,,False,Analyze Request for Quotation,Approve Purchase Order for payment,0.121,0.121,1.0
notchainresponse_Analyze_Request_for_Quotation_Authorize_Suppliers_Invoice_payment,"NotChainResponse(Analyze Request for Quotation, Authorize Suppliers Invoice payment)'",notchainresponse,,False,Analyze Request for Quotation,Authorize Suppliers Invoice payment,0.121,0.121,1.0
notchainresponse_Analyze_Request_for_Quotation_Choose_best_option,"NotChainResponse(Analyze Request for Quotation, Choose best option)",notchainresponse,,False,Analyze Request for Quotation,Choose best option,0.121,0.121,1.0
notchainresponse_Analyze_Request_for_Quotation_Confirm_Purchase_Order,"NotChainResponse(Analyze Request for Quotation, Confirm Purchase Order)",notchainresponse,,False,Analyze Request for Quotation,Confirm Purchase Order,0.121,0.121,1.0
notchainresponse_Analyze_Request_for_Quotation_Create_Purchase_Order,"NotChainResponse(Analyze Request for Quotation, Create Purchase Order)",notchainresponse,,False,Analyze Request for Quotation,Create Purchase Order,0.121,0.121,1.0
notresponse_Analyze_Request_for_Quotation_Create_Purchase_Requisition,"NotResponse(Analyze Request for Quotation, Create Purchase Requisition)",notresponse,,False,Analyze Request for Quotation,Create Purchase Requisition,0.121,0.121,1.0
notchainsuccession_Analyze_Request_for_Quotation_Create_Purchase_Requisition,"NotChainSuccession(Analyze Request for Quotation, Create Purchase Requisition)",notchainsuccession,NotChainSuccession,True,Analyze Request for Quotation,Create Purchase Requisition,0.188,0.188,1.0
notchainresponse_Analyze_Request_for_Quotation_Create_Quotation_comparison_Map,"NotChainResponse(Analyze Request for Quotation, Create Quotation comparison Map)",notchainresponse,,False,Analyze Request for Quotation,Create Quotation comparison Map,0.121,0.121,1.0
coexistence_Analyze_Request_for_Quotation_Create_Request_for_Quotation,"CoExistence(Analyze Request for Quotation, Create Request for Quotation)",coexistence,coexistence,True,Analyze Request for Quotation,Create Request for Quotation,0.181,0.181,1.0
notresponse_Analyze_Request_for_Quotation_Create_Request_for_Quotation,"NotResponse(Analyze Request for Quotation, Create Request for Quotation)",notresponse,,False,Analyze Request for Quotation,Create Request for Quotation,0.121,0.121,1.0
notchainsuccession_Analyze_Request_for_Quotation_Create_Request_for_Quotation,"NotChainSuccession(Analyze Request for Quotation, Create Request for Quotation)",notchainsuccession,NotChainSuccession,True,Analyze Request for Quotation,Create Request for Quotation,0.181,0.181,1.0
notchainresponse_Analyze_Request_for_Quotation_Deliver_Goods_Services,"NotChainResponse(Analyze Request for Quotation, Deliver Goods Services)",notchainresponse,,False,Analyze Request for Quotation,Deliver Goods Services,0.121,0.121,1.0
notchainresponse_Analyze_Request_for_Quotation_Pay_Invoice,"NotChainResponse(Analyze Request for Quotation, Pay Invoice)",notchainresponse,,False,Analyze Request for Quotation,Pay Invoice,0.121,0.121,1.0
notchainresponse_Analyze_Request_for_Quotation_Release_Purchase_Order,"NotChainResponse(Analyze Request for Quotation, Release Purchase Order)",notchainresponse,,False,Analyze Request for Quotation,Release Purchase Order,0.121,0.121,1.0
notchainresponse_Analyze_Request_for_Quotation_Release_Suppliers_Invoice,"NotChainResponse(Analyze Request for Quotation, Release Suppliers Invoice)'",notchainresponse,,False,Analyze Request for Quotation,Release Suppliers Invoice,0.121,0.121,1.0
notchainresponse_Analyze_Request_for_Quotation_Send_Invoice,"NotChainResponse(Analyze Request for Quotation, Send Invoice)",notchainresponse,,False,Analyze Request for Quotation,Send Invoice,0.121,0.121,1.0
notchainresponse_Analyze_Request_for_Quotation_Settle_Conditions_With_Supplier,"NotChainResponse(Analyze Request for Quotation, Settle Conditions With Supplier)",notchainresponse,,False,Analyze Request for Quotation,Settle Conditions With Supplier,0.121,0.121,1.0
notchainresponse_Analyze_Request_for_Quotation_Settle_Dispute_With_Supplier,"NotChainResponse(Analyze Request for Quotation, Settle Dispute With Supplier)",notchainresponse,,False,Analyze Request for Quotation,Settle Dispute With Supplier,0.121,0.121,1.0
notprecedence_Approve_Purchase_Order_for_payment_Analyze_Request_for_Quotation,"NotPrecedence(Approve Purchase Order for payment, Analyze Request for Quotation)",notprecedence,,False,Approve Purchase Order for payment,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Authorize_Suppliers_Invoice_payment_Analyze_Request_for_Quotation,"NotPrecedence(Authorize Suppliers Invoice payment, Analyze Request for Quotation)'",notprecedence,,False,Authorize Suppliers Invoice payment,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Choose_best_option_Analyze_Request_for_Quotation,"NotPrecedence(Choose best option, Analyze Request for Quotation)",notprecedence,,False,Choose best option,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Confirm_Purchase_Order_Analyze_Request_for_Quotation,"NotPrecedence(Confirm Purchase Order, Analyze Request for Quotation)",notprecedence,,False,Confirm Purchase Order,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Create_Purchase_Order_Analyze_Request_for_Quotation,"NotPrecedence(Create Purchase Order, Analyze Request for Quotation)",notprecedence,,False,Create Purchase Order,Analyze Request for Quotation,0.121,0.121,1.0
precedence_Create_Purchase_Requisition_Analyze_Request_for_Quotation,"Precedence(Create Purchase Requisition, Analyze Request for Quotation)",precedence,precedence,True,Create Purchase Requisition,Analyze Request for Quotation,0.121,0.121,1.0
notchainprecedence_Create_Purchase_Requisition_Analyze_Request_for_Quotation,"NotChainPrecedence(Create Purchase Requisition, Analyze Request for Quotation)",notchainprecedence,,False,Create Purchase Requisition,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Create_Quotation_comparison_Map_Analyze_Request_for_Quotation,"NotPrecedence(Create Quotation comparison Map, Analyze Request for Quotation)",notprecedence,,False,Create Quotation comparison Map,Analyze Request for Quotation,0.121,0.121,1.0
precedence_Create_Request_for_Quotation_Analyze_Request_for_Quotation,"Precedence(Create Request for Quotation, Analyze Request for Quotation)",precedence,precedence,True,Create Request for Quotation,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Deliver_Goods_Services_Analyze_Request_for_Quotation,"NotPrecedence(Deliver Goods Services, Analyze Request for Quotation)",notprecedence,,False,Deliver Goods Services,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Pay_Invoice_Analyze_Request_for_Quotation,"NotPrecedence(Pay Invoice, Analyze Request for Quotation)",notprecedence,,False,Pay Invoice,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Release_Purchase_Order_Analyze_Request_for_Quotation,"NotPrecedence(Release Purchase Order, Analyze Request for Quotation)",notprecedence,,False,Release Purchase Order,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Release_Suppliers_Invoice_Analyze_Request_for_Quotation,"NotPrecedence(Release Suppliers Invoice, Analyze Request for Quotation)'",notprecedence,,False,Release Suppliers Invoice,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Send_Invoice_Analyze_Request_for_Quotation,"NotPrecedence(Send Invoice, Analyze Request for Quotation)",notprecedence,,False,Send Invoice,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Send_Request_for_Quotation_to_Supplier_Analyze_Request_for_Quotation,"NotPrecedence(Send Request for Quotation to Supplier, Analyze Request for Quotation)",notprecedence,,False,Send Request for Quotation to Supplier,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Settle_Conditions_With_Supplier_Analyze_Request_for_Quotation,"NotPrecedence(Settle Conditions With Supplier, Analyze Request for Quotation)",notprecedence,,False,Settle Conditions With Supplier,Analyze Request for Quotation,0.121,0.121,1.0
notprecedence_Settle_Dispute_With_Supplier_Analyze_Request_for_Quotation,"NotPrecedence(Settle Dispute With Supplier, Analyze Request for Quotation)",notprecedence,,False,Settle Dispute With Supplier,Analyze Request for Quotation,0.121,0.121,1.0
coexistence_Approve_Purchase_Order_for_payment_Analyze_Quotation_Comparison_Map,"CoExistence(Approve Purchase Order for payment, Analyze Quotation Comparison Map)",coexistence,coexistence,True,Approve Purchase Order for payment,Analyze Quotation Comparison Map,0.091,0.091,1.0
notchainsuccession_Approve_Purchase_Order_for_payment_Analyze_Quotation_Comparison_Map,"NotChainSuccession(Approve Purchase Order for payment, Analyze Quotation Comparison Map)",notchainsuccession,NotChainSuccession,True,Approve Purchase Order for payment,Analyze Quotation Comparison Map,0.091,0.091,1.0
notchainsuccession_Approve_Purchase_Order_for_payment_Analyze_Request_for_Quotation,"NotChainSuccession(Approve Purchase Order for payment, Analyze Request for Quotation)",notchainsuccession,NotChainSuccession,True,Approve Purchase Order for payment,Analyze Request for Quotation,0.167,0.167,1.0
