candidate_id,Constraint,template,rule,simulator_supported,arg0,arg1,Support,Coverage,Confidence
notchainsuccession_A_CANCELLED_A_PREACCEPTED,"NotChainSuccession(A_CANCELLED, A_PREACCEPTED)",notchainsuccession,NotChainSuccession,True,A_CANCELLED,A_PREACCEPTED,0.069,0.069,1.0
notchainsuccession_A_CANCELLED_A_SUBMITTED,"NotChainSuccession(A_CANCELLED, A_SUBMITTED)",notchainsuccession,NotChainSuccession,True,A_CANCELLED,A_SUBMITTED,0.126,0.126,1.0
notchainsuccession_A_CANCELLED_W_Completeren_aanvraag,"NotChainSuccession(A_CANCELLED, W_Completeren aanvraag)",notchainsuccession,NotChainSuccession,True,A_CANCELLED,W_Completeren aanvraag,0.196,0.204,0.965
atmost2_A_DECLINED,AtMost2(A_DECLINED),atmost2,,False,A_DECLINED,,0.052,0.052,1.0
notchainprecedence_A_ACCEPTED_A_DECLINED,"NotChainPrecedence(A_ACCEPTED, A_DECLINED)",notchainprecedence,,False,A_ACCEPTED,A_DECLINED,0.072,0.072,0.998
notprecedence_A_ACTIVATED_A_DECLINED,"NotPrecedence(A_ACTIVATED, A_DECLINED)",notprecedence,,False,A_ACTIVATED,A_DECLINED,0.072,0.072,1.0
notprecedence_A_APPROVED_A_DECLINED,"NotPrecedence(A_APPROVED, A_DECLINED)",notprecedence,,False,A_APPROVED,A_DECLINED,0.072,0.072,1.0
notprecedence_A_CANCELLED_A_DECLINED,"NotPrecedence(A_CANCELLED, A_DECLINED)",notprecedence,,False,A_CANCELLED,A_DECLINED,0.072,0.072,1.0
notresponse_A_DECLINED_A_ACCEPTED,"NotResponse(A_DECLINED, A_ACCEPTED)",notresponse,,False,A_DECLINED,A_ACCEPTED,0.072,0.072,1.0
notrespondedexistence_A_DECLINED_A_ACTIVATED,"NotRespondedExistence(A_DECLINED, A_ACTIVATED)",notrespondedexistence,,False,A_DECLINED,A_ACTIVATED,0.072,0.072,1.0
notrespondedexistence_A_DECLINED_A_APPROVED,"NotRespondedExistence(A_DECLINED, A_APPROVED)",notrespondedexistence,,False,A_DECLINED,A_APPROVED,0.072,0.072,1.0
notrespondedexistence_A_DECLINED_A_CANCELLED,"NotRespondedExistence(A_DECLINED, A_CANCELLED)",notrespondedexistence,,False,A_DECLINED,A_CANCELLED,0.072,0.072,1.0
notresponse_A_DECLINED_A_FINALIZED,"NotResponse(A_DECLINED, A_FINALIZED)",notresponse,,False,A_DECLINED,A_FINALIZED,0.072,0.072,1.0
notresponse_A_DECLINED_A_PARTLYSUBMITTED,"NotResponse(A_DECLINED, A_PARTLYSUBMITTED)",notresponse,,False,A_DECLINED,A_PARTLYSUBMITTED,0.072,0.072,1.0
notchainsuccession_A_DECLINED_A_PARTLYSUBMITTED,"NotChainSuccession(A_DECLINED, A_PARTLYSUBMITTED)",notchainsuccession,NotChainSuccession,True,A_DECLINED,A_PARTLYSUBMITTED,0.177,0.177,1.0
notresponse_A_DECLINED_A_PREACCEPTED,"NotResponse(A_DECLINED, A_PREACCEPTED)",notresponse,,False,A_DECLINED,A_PREACCEPTED,0.072,0.072,1.0
notrespondedexistence_A_DECLINED_A_REGISTERED,"NotRespondedExistence(A_DECLINED, A_REGISTERED)",notrespondedexistence,,False,A_DECLINED,A_REGISTERED,0.072,0.072,1.0
notresponse_A_DECLINED_A_SUBMITTED,"NotResponse(A_DECLINED, A_SUBMITTED)",notresponse,,False,A_DECLINED,A_SUBMITTED,0.072,0.072,1.0
notchainsuccession_A_DECLINED_A_SUBMITTED,"NotChainSuccession(A_DECLINED, A_SUBMITTED)",notchainsuccession,NotChainSuccession,True,A_DECLINED,A_SUBMITTED,0.177,0.177,1.0
notrespondedexistence_A_DECLINED_O_ACCEPTED,"NotRespondedExistence(A_DECLINED, O_ACCEPTED)",notrespondedexistence,,False,A_DECLINED,O_ACCEPTED,0.072,0.072,1.0
notrespondedexistence_A_DECLINED_O_CANCELLED,"NotRespondedExistence(A_DECLINED, O_CANCELLED)",notrespondedexistence,,False,A_DECLINED,O_CANCELLED,0.071,0.072,0.991
notresponse_A_DECLINED_O_CREATED,"NotResponse(A_DECLINED, O_CREATED)",notresponse,,False,A_DECLINED,O_CREATED,0.072,0.072,1.0
notresponse_A_DECLINED_O_SELECTED,"NotResponse(A_DECLINED, O_SELECTED)",notresponse,,False,A_DECLINED,O_SELECTED,0.072,0.072,1.0
notresponse_A_DECLINED_O_SENT,"NotResponse(A_DECLINED, O_SENT)",notresponse,,False,A_DECLINED,O_SENT,0.072,0.072,1.0
notresponse_A_DECLINED_O_SENT_BACK,"NotResponse(A_DECLINED, O_SENT_BACK)",notresponse,,False,A_DECLINED,O_SENT_BACK,0.072,0.072,1.0
notrespondedexistence_A_DECLINED_W_Nabellen_incomplete_dossiers,"NotRespondedExistence(A_DECLINED, W_Nabellen incomplete dossiers)",notrespondedexistence,,False,A_DECLINED,W_Nabellen incomplete dossiers,0.071,0.072,0.991
notresponse_A_DECLINED_W_Nabellen_offertes,"NotResponse(A_DECLINED, W_Nabellen offertes)",notresponse,,False,A_DECLINED,W_Nabellen offertes,0.072,0.072,0.997
notresponse_A_DECLINED_W_Valideren_aanvraag,"NotResponse(A_DECLINED, W_Valideren aanvraag)",notresponse,,False,A_DECLINED,W_Valideren aanvraag,0.069,0.072,0.952
notchainprecedence_A_FINALIZED_A_DECLINED,"NotChainPrecedence(A_FINALIZED, A_DECLINED)",notchainprecedence,,False,A_FINALIZED,A_DECLINED,0.072,0.072,1.0
precedence_A_PARTLYSUBMITTED_A_DECLINED,"Precedence(A_PARTLYSUBMITTED, A_DECLINED)",precedence,precedence,True,A_PARTLYSUBMITTED,A_DECLINED,0.072,0.072,1.0
notchainprecedence_A_PREACCEPTED_A_DECLINED,"NotChainPrecedence(A_PREACCEPTED, A_DECLINED)",notchainprecedence,,False,A_PREACCEPTED,A_DECLINED,0.072,0.072,1.0
notprecedence_A_REGISTERED_A_DECLINED,"NotPrecedence(A_REGISTERED, A_DECLINED)",notprecedence,,False,A_REGISTERED,A_DECLINED,0.072,0.072,1.0
precedence_A_SUBMITTED_A_DECLINED,"Precedence(A_SUBMITTED, A_DECLINED)",precedence,precedence,True,A_SUBMITTED,A_DECLINED,0.072,0.072,1.0
notchainprecedence_A_SUBMITTED_A_DECLINED,"NotChainPrecedence(A_SUBMITTED, A_DECLINED)",notchainprecedence,,False,A_SUBMITTED,A_DECLINED,0.072,0.072,1.0
notprecedence_O_ACCEPTED_A_DECLINED,"NotPrecedence(O_ACCEPTED, A_DECLINED)",notprecedence,,False,O_ACCEPTED,A_DECLINED,0.072,0.072,1.0
notprecedence_O_CANCELLED_A_DECLINED,"NotPrecedence(O_CANCELLED, A_DECLINED)",notprecedence,,False,O_CANCELLED,A_DECLINED,0.071,0.072,0.991
notchainprecedence_O_CREATED_A_DECLINED,"NotChainPrecedence(O_CREATED, A_DECLINED)",notchainprecedence,,False,O_CREATED,A_DECLINED,0.072,0.072,1.0
notchainprecedence_O_SELECTED_A_DECLINED,"NotChainPrecedence(O_SELECTED, A_DECLINED)",notchainprecedence,,False,O_SELECTED,A_DECLINED,0.072,0.072,1.0
notchainprecedence_O_SENT_A_DECLINED,"NotChainPrecedence(O_SENT, A_DECLINED)",notchainprecedence,,False,O_SENT,A_DECLINED,0.072,0.072,1.0
notchainprecedence_O_SENT_BACK_A_DECLINED,"NotChainPrecedence(O_SENT_BACK, A_DECLINED)",notchainprecedence,,False,O_SENT_BACK,A_DECLINED,0.072,0.072,1.0
notprecedence_W_Nabellen_incomplete_dossiers_A_DECLINED,"NotPrecedence(W_Nabellen incomplete dossiers, A_DECLINED)",notprecedence,,False,W_Nabellen incomplete dossiers,A_DECLINED,0.071,0.072,0.991
notchainprecedence_W_Nabellen_offertes_A_DECLINED,"NotChainPrecedence(W_Nabellen offertes, A_DECLINED)",notchainprecedence,,False,W_Nabellen offertes,A_DECLINED,0.072,0.072,0.999
notchainprecedence_W_Valideren_aanvraag_A_DECLINED,"NotChainPrecedence(W_Valideren aanvraag, A_DECLINED)",notchainprecedence,,False,W_Valideren aanvraag,A_DECLINED,0.071,0.072,0.989
atmost2_A_FINALIZED,AtMost2(A_FINALIZED),atmost2,,False,A_FINALIZED,,0.052,0.052,1.0
notchainsuccession_A_FINALIZED_A_ACCEPTED,"NotChainSuccession(A_FINALIZED, A_ACCEPTED)",notchainsuccession,NotChainSuccession,True,A_FINALIZED,A_ACCEPTED,0.051,0.051,1.0
notchainsuccession_A_FINALIZED_A_PARTLYSUBMITTED,"NotChainSuccession(A_FINALIZED, A_PARTLYSUBMITTED)",notchainsuccession,NotChainSuccession,True,A_FINALIZED,A_PARTLYSUBMITTED,0.13,0.13,1.0
notchainsuccession_A_FINALIZED_A_PREACCEPTED,"NotChainSuccession(A_FINALIZED, A_PREACCEPTED)",notchainsuccession,NotChainSuccession,True,A_FINALIZED,A_PREACCEPTED,0.072,0.072,1.0
notchainsuccession_A_FINALIZED_A_SUBMITTED,"NotChainSuccession(A_FINALIZED, A_SUBMITTED)",notchainsuccession,NotChainSuccession,True,A_FINALIZED,A_SUBMITTED,0.13,0.13,1.0
coexistence_A_FINALIZED_O_CREATED,"CoExistence(A_FINALIZED, O_CREATED)",coexistence,coexistence,True,A_FINALIZED,O_CREATED,0.053,0.053,1.0
coexistence_A_FINALIZED_O_SELECTED,"CoExistence(A_FINALIZED, O_SELECTED)",coexistence,coexistence,True,A_FINALIZED,O_SELECTED,0.053,0.053,1.0
coexistence_A_FINALIZED_O_SENT,"CoExistence(A_FINALIZED, O_SENT)",coexistence,coexistence,True,A_FINALIZED,O_SENT,0.053,0.053,1.0
notchainsuccession_A_FINALIZED_O_SENT,"NotChainSuccession(A_FINALIZED, O_SENT)",notchainsuccession,NotChainSuccession,True,A_FINALIZED,O_SENT,0.053,0.053,1.0
notsuccession_A_FINALIZED_W_Completeren_aanvraag,"NotSuccession(A_FINALIZED, W_Completeren aanvraag)",notsuccession,,False,A_FINALIZED,W_Completeren aanvraag,0.17,0.207,0.82
coexistence_A_FINALIZED_W_Nabellen_offertes,"CoExistence(A_FINALIZED, W_Nabellen offertes)",coexistence,coexistence,True,A_FINALIZED,W_Nabellen offertes,0.139,0.139,1.0
notchainsuccession_A_FINALIZED_W_Nabellen_offertes,"NotChainSuccession(A_FINALIZED, W_Nabellen offertes)",notchainsuccession,NotChainSuccession,True,A_FINALIZED,W_Nabellen offertes,0.139,0.139,1.0
atleast2_A_PARTLYSUBMITTED,AtLeast2(A_PARTLYSUBMITTED),atleast2,,False,A_PARTLYSUBMITTED,,0.052,0.052,1.0
atmost2_A_PARTLYSUBMITTED,AtMost2(A_PARTLYSUBMITTED),atmost2,,False,A_PARTLYSUBMITTED,,0.052,0.052,1.0
notprecedence_A_ACCEPTED_A_PARTLYSUBMITTED,"NotPrecedence(A_ACCEPTED, A_PARTLYSUBMITTED)",notprecedence,,False,A_ACCEPTED,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_A_ACTIVATED_A_PARTLYSUBMITTED,"NotPrecedence(A_ACTIVATED, A_PARTLYSUBMITTED)",notprecedence,,False,A_ACTIVATED,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_A_APPROVED_A_PARTLYSUBMITTED,"NotPrecedence(A_APPROVED, A_PARTLYSUBMITTED)",notprecedence,,False,A_APPROVED,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_A_CANCELLED_A_PARTLYSUBMITTED,"NotPrecedence(A_CANCELLED, A_PARTLYSUBMITTED)",notprecedence,,False,A_CANCELLED,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_A_DECLINED_A_PARTLYSUBMITTED,"NotPrecedence(A_DECLINED, A_PARTLYSUBMITTED)",notprecedence,,False,A_DECLINED,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_A_FINALIZED_A_PARTLYSUBMITTED,"NotPrecedence(A_FINALIZED, A_PARTLYSUBMITTED)",notprecedence,,False,A_FINALIZED,A_PARTLYSUBMITTED,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_A_ACCEPTED,"NotChainResponse(A_PARTLYSUBMITTED, A_ACCEPTED)",notchainresponse,,False,A_PARTLYSUBMITTED,A_ACCEPTED,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_A_ACTIVATED,"NotChainResponse(A_PARTLYSUBMITTED, A_ACTIVATED)",notchainresponse,,False,A_PARTLYSUBMITTED,A_ACTIVATED,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_A_APPROVED,"NotChainResponse(A_PARTLYSUBMITTED, A_APPROVED)",notchainresponse,,False,A_PARTLYSUBMITTED,A_APPROVED,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_A_CANCELLED,"NotChainResponse(A_PARTLYSUBMITTED, A_CANCELLED)",notchainresponse,,False,A_PARTLYSUBMITTED,A_CANCELLED,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_A_FINALIZED,"NotChainResponse(A_PARTLYSUBMITTED, A_FINALIZED)",notchainresponse,,False,A_PARTLYSUBMITTED,A_FINALIZED,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_A_REGISTERED,"NotChainResponse(A_PARTLYSUBMITTED, A_REGISTERED)",notchainresponse,,False,A_PARTLYSUBMITTED,A_REGISTERED,0.105,0.105,1.0
coexistence_A_PARTLYSUBMITTED_A_SUBMITTED,"CoExistence(A_PARTLYSUBMITTED, A_SUBMITTED)",coexistence,coexistence,True,A_PARTLYSUBMITTED,A_SUBMITTED,0.21,0.21,1.0
notresponse_A_PARTLYSUBMITTED_A_SUBMITTED,"NotResponse(A_PARTLYSUBMITTED, A_SUBMITTED)",notresponse,,False,A_PARTLYSUBMITTED,A_SUBMITTED,0.105,0.105,1.0
notchainsuccession_A_PARTLYSUBMITTED_A_SUBMITTED,"NotChainSuccession(A_PARTLYSUBMITTED, A_SUBMITTED)",notchainsuccession,NotChainSuccession,True,A_PARTLYSUBMITTED,A_SUBMITTED,0.21,0.21,1.0
notchainresponse_A_PARTLYSUBMITTED_O_ACCEPTED,"NotChainResponse(A_PARTLYSUBMITTED, O_ACCEPTED)",notchainresponse,,False,A_PARTLYSUBMITTED,O_ACCEPTED,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_O_CANCELLED,"NotChainResponse(A_PARTLYSUBMITTED, O_CANCELLED)",notchainresponse,,False,A_PARTLYSUBMITTED,O_CANCELLED,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_O_CREATED,"NotChainResponse(A_PARTLYSUBMITTED, O_CREATED)",notchainresponse,,False,A_PARTLYSUBMITTED,O_CREATED,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_O_SELECTED,"NotChainResponse(A_PARTLYSUBMITTED, O_SELECTED)",notchainresponse,,False,A_PARTLYSUBMITTED,O_SELECTED,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_O_SENT,"NotChainResponse(A_PARTLYSUBMITTED, O_SENT)",notchainresponse,,False,A_PARTLYSUBMITTED,O_SENT,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_O_SENT_BACK,"NotChainResponse(A_PARTLYSUBMITTED, O_SENT_BACK)",notchainresponse,,False,A_PARTLYSUBMITTED,O_SENT_BACK,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_W_Completeren_aanvraag,"NotChainResponse(A_PARTLYSUBMITTED, W_Completeren aanvraag)",notchainresponse,,False,A_PARTLYSUBMITTED,W_Completeren aanvraag,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_W_Nabellen_incomplete_dossiers,"NotChainResponse(A_PARTLYSUBMITTED, W_Nabellen incomplete dossiers)",notchainresponse,,False,A_PARTLYSUBMITTED,W_Nabellen incomplete dossiers,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_W_Nabellen_offertes,"NotChainResponse(A_PARTLYSUBMITTED, W_Nabellen offertes)",notchainresponse,,False,A_PARTLYSUBMITTED,W_Nabellen offertes,0.105,0.105,1.0
notchainresponse_A_PARTLYSUBMITTED_W_Valideren_aanvraag,"NotChainResponse(A_PARTLYSUBMITTED, W_Valideren aanvraag)",notchainresponse,,False,A_PARTLYSUBMITTED,W_Valideren aanvraag,0.105,0.105,1.0
notprecedence_A_PREACCEPTED_A_PARTLYSUBMITTED,"NotPrecedence(A_PREACCEPTED, A_PARTLYSUBMITTED)",notprecedence,,False,A_PREACCEPTED,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_A_REGISTERED_A_PARTLYSUBMITTED,"NotPrecedence(A_REGISTERED, A_PARTLYSUBMITTED)",notprecedence,,False,A_REGISTERED,A_PARTLYSUBMITTED,0.105,0.105,1.0
precedence_A_SUBMITTED_A_PARTLYSUBMITTED,"Precedence(A_SUBMITTED, A_PARTLYSUBMITTED)",precedence,precedence,True,A_SUBMITTED,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_O_ACCEPTED_A_PARTLYSUBMITTED,"NotPrecedence(O_ACCEPTED, A_PARTLYSUBMITTED)",notprecedence,,False,O_ACCEPTED,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_O_CANCELLED_A_PARTLYSUBMITTED,"NotPrecedence(O_CANCELLED, A_PARTLYSUBMITTED)",notprecedence,,False,O_CANCELLED,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_O_CREATED_A_PARTLYSUBMITTED,"NotPrecedence(O_CREATED, A_PARTLYSUBMITTED)",notprecedence,,False,O_CREATED,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_O_SELECTED_A_PARTLYSUBMITTED,"NotPrecedence(O_SELECTED, A_PARTLYSUBMITTED)",notprecedence,,False,O_SELECTED,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_O_SENT_A_PARTLYSUBMITTED,"NotPrecedence(O_SENT, A_PARTLYSUBMITTED)",notprecedence,,False,O_SENT,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_O_SENT_BACK_A_PARTLYSUBMITTED,"NotPrecedence(O_SENT_BACK, A_PARTLYSUBMITTED)",notprecedence,,False,O_SENT_BACK,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_W_Afhandelen_leads_A_PARTLYSUBMITTED,"NotPrecedence(W_Afhandelen leads, A_PARTLYSUBMITTED)",notprecedence,,False,W_Afhandelen leads,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_W_Completeren_aanvraag_A_PARTLYSUBMITTED,"NotPrecedence(W_Completeren aanvraag, A_PARTLYSUBMITTED)",notprecedence,,False,W_Completeren aanvraag,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_W_Nabellen_incomplete_dossiers_A_PARTLYSUBMITTED,"NotPrecedence(W_Nabellen incomplete dossiers, A_PARTLYSUBMITTED)",notprecedence,,False,W_Nabellen incomplete dossiers,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_W_Nabellen_offertes_A_PARTLYSUBMITTED,"NotPrecedence(W_Nabellen offertes, A_PARTLYSUBMITTED)",notprecedence,,False,W_Nabellen offertes,A_PARTLYSUBMITTED,0.105,0.105,1.0
notprecedence_W_Valideren_aanvraag_A_PARTLYSUBMITTED,"NotPrecedence(W_Valideren aanvraag, A_PARTLYSUBMITTED)",notprecedence,,False,W_Valideren aanvraag,A_PARTLYSUBMITTED,0.105,0.105,1.0
atmost2_A_PREACCEPTED,AtMost2(A_PREACCEPTED),atmost2,,False,A_PREACCEPTED,,0.052,0.052,1.0
notchainsuccession_A_PREACCEPTED_A_PARTLYSUBMITTED,"NotChainSuccession(A_PREACCEPTED, A_PARTLYSUBMITTED)",notchainsuccession,NotChainSuccession,True,A_PREACCEPTED,A_PARTLYSUBMITTED,0.152,0.152,1.0
notchainsuccession_A_PREACCEPTED_A_SUBMITTED,"NotChainSuccession(A_PREACCEPTED, A_SUBMITTED)",notchainsuccession,NotChainSuccession,True,A_PREACCEPTED,A_SUBMITTED,0.152,0.152,1.0
coexistence_A_PREACCEPTED_W_Completeren_aanvraag,"CoExistence(A_PREACCEPTED, W_Completeren aanvraag)",coexistence,coexistence,True,A_PREACCEPTED,W_Completeren aanvraag,0.23,0.23,1.0
atmost2_A_REGISTERED,AtMost2(A_REGISTERED),atmost2,,False,A_REGISTERED,,0.052,0.052,1.0
notchainsuccession_A_REGISTERED_A_PARTLYSUBMITTED,"NotChainSuccession(A_REGISTERED, A_PARTLYSUBMITTED)",notchainsuccession,NotChainSuccession,True,A_REGISTERED,A_PARTLYSUBMITTED,0.114,0.114,1.0
notchainsuccession_A_REGISTERED_A_PREACCEPTED,"NotChainSuccession(A_REGISTERED, A_PREACCEPTED)",notchainsuccession,NotChainSuccession,True,A_REGISTERED,A_PREACCEPTED,0.057,0.057,1.0
notchainsuccession_A_REGISTERED_A_SUBMITTED,"NotChainSuccession(A_REGISTERED, A_SUBMITTED)",notchainsuccession,NotChainSuccession,True,A_REGISTERED,A_SUBMITTED,0.114,0.114,1.0
notchainsuccession_A_REGISTERED_W_Completeren_aanvraag,"NotChainSuccession(A_REGISTERED, W_Completeren aanvraag)",notchainsuccession,NotChainSuccession,True,A_REGISTERED,W_Completeren aanvraag,0.191,0.191,1.0
notchainsuccession_A_REGISTERED_W_Nabellen_offertes,"NotChainSuccession(A_REGISTERED, W_Nabellen offertes)",notchainsuccession,NotChainSuccession,True,A_REGISTERED,W_Nabellen offertes,0.123,0.123,1.0
atleast2_A_SUBMITTED,AtLeast2(A_SUBMITTED),atleast2,,False,A_SUBMITTED,,0.052,0.052,1.0
atmost2_A_SUBMITTED,AtMost2(A_SUBMITTED),atmost2,,False,A_SUBMITTED,,0.052,0.052,1.0
init_A_SUBMITTED,Init(A_SUBMITTED),init,,False,A_SUBMITTED,,1.0,1.0,1.0
notprecedence_A_ACCEPTED_A_SUBMITTED,"NotPrecedence(A_ACCEPTED, A_SUBMITTED)",notprecedence,,False,A_ACCEPTED,A_SUBMITTED,0.105,0.105,1.0
notprecedence_A_ACTIVATED_A_SUBMITTED,"NotPrecedence(A_ACTIVATED, A_SUBMITTED)",notprecedence,,False,A_ACTIVATED,A_SUBMITTED,0.105,0.105,1.0
notprecedence_A_APPROVED_A_SUBMITTED,"NotPrecedence(A_APPROVED, A_SUBMITTED)",notprecedence,,False,A_APPROVED,A_SUBMITTED,0.105,0.105,1.0
